etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
842    | ... | ... | ... | #dˌeːpˌenetrˈɑːnioː# | *#dˌeːpˌɛnɛtrˈɒːnju# | *#dˌepˌɛnɛtrˈoɲu# | *#dˌepˌɑ̃ɾ̃ɪtrˈoɲu# | *#dɪpˌɑ̃ɾ̃ɪtɾˈɔ̃ɲu# | *#dəpˌɑ̃ɾtˈɔ̃ɲə# | *#dəpɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#dəpɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#dəpɾ̩tˈɔɲ# {GOLD: >*} | *#dəpəɾtˈɔj# {GOLD: #dɛpəɾtˈɔj#}
843    | ... | ... | ... | #dˈiɡniɑ# | *#dˈɪɲjɑ# | *#dˈeɲɑ# | *#dˈeɲa# | *#dˈẽɲa# | *#dˈɛ̃ɲa# | *#dˈɛ̃ɲə# {GOLD: >*} | *#dˈɛ̃ɲə# {GOLD: >*} | *#dˈɛɲə# {GOLD: >*} | *#dˈɛɲə# {GOLD: #dˈɛɲə#}
844    | ... | ... | ... | ... | ... | #dˌiˈɑβolu# | *#dˌiˈawolu# | *#djˈaːlu# | *#djˈaːlˠə# | *#djˈaːlˠ# {GOLD: #djˈaːlˠ#} | *#djˈaːlˠ# {GOLD: #djˈaːlˠ#} | *#djˈalˠ# {GOLD: >*} | *#djˈalˠ# {GOLD: #djˈalˠ#}
845    | ... | ... | #dˈepon# | *#dˈepon# | *#dˈɛpʊ# | *#dˈɛpu# | *#dˈɛpu# | *#dˈɛːpu# | *#dˈie̯pə# | *#djˈɛp# {GOLD: >*} | *#djˈɛp# {GOLD: >*} | *#djˈɛp# {GOLD: >*} | *#djˈɛp# {GOLD: #djˈɛp#}
846    | ... | ... | ... | #dˈae̯monem# | *#dˈɛmʊnɛ# | *#dˈɛmunɛ# | *#dˈɛmɑ̃ɾ̃ɪ# | *#dˈɛ̃mɐɾ̃ɪ# | *#dˈɛ̃mɐɾ̃ə# | *#dˈɛ̃məɾ̃# {GOLD: #djˈɛ̃mə̃ɾ̃ə#} | *#dˈɛ̃məɾ̃# {GOLD: >*} | *#dˈɛməɾ# {GOLD: >*} | *#dˈɛməɾ# {GOLD: #djˈɛməɾ#}
847    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɨxˈɑtɪ# | *#dˌixˈat# {GOLD: >*} | *#dˌihˈat# {GOLD: >*} | *#dihˈat# {GOLD: >*} | *#dihˈat# {GOLD: #dihˈat#}
848    | ... | ... | ... | #dˌeːkˌɑptˈɑːnioː# | *#dˌeːkˌɑptˈɒːnju# | *#dˌekˌɑptˈoɲu# | *#dˌekˌaptˈoɲu# | *#dɪkˌaptˈɔ̃ɲu# | *#dəkˌatˈɔ̃ɲə# | *#dəkˌatˈɔ̃ɲ# {GOLD: >*} | *#dəkˌatˈɔ̃ɲ# {GOLD: >*} | *#dəkatˈɔɲ# {GOLD: #dikətˈɔɲ#} | *#dəkatˈɔj# {GOLD: #diktˈɔj#}
849    | ... | ... | ... | #dˈiskɑ# | *#dˈɪskɑ# | *#dˈiskɑ# | *#dˈiska# | *#dˈiʃka# | *#dˈiːʃka# | *#dˈiːʃkə# {GOLD: >*} | *#dˈiːʃkə# {GOLD: >*} | *#dˈiʃkə# {GOLD: >*} | *#dˈiʃkə# {GOLD: #dˈiʃkə#}
850    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈirɑ# | *#dˈiɾə# {GOLD: >*} | *#dˈiɾə# {GOLD: >*} | *#dˈiɾə# {GOLD: >*} | *#dˈiɾə# {GOLD: #dˈiɾə#}
851    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈɪbrɑ# | *#dˈibɾ̩# {GOLD: >*} | *#dˈibɾ̩# {GOLD: >*} | *#dˈibɾ̩# {GOLD: >*} | *#dˈibəɾ# {GOLD: #dˈibəɾ#}
852    | ... | ... | ... | ... | ... | ... | #dˈɪbrjʊ# | *#dˈɪbɾjə# | *#dˈɪbɾjə# | *#dˈibr̩# {GOLD: #dˈibər#} | *#dˈibr̩# {GOLD: >*} | *#dˈibr̩# {GOLD: >*} | *#dˈibər# {GOLD: #dˈibər#}
853    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɒlˈinɑ# | *#dˌɔlˈinə# {GOLD: >*} | *#dˌɔlˈinə# {GOLD: >*} | *#dɔlˈinə# {GOLD: >*} | *#dɔlˈinə# {GOLD: #dɔlˈinə#}
854    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɒbˈɨtɪ# | *#dˌɔbˈit# {GOLD: >*} | *#dˌɔbˈit# {GOLD: >*} | *#dɔbˈit# {GOLD: >*} | *#dɔbˈit# {GOLD: #dɔbˈit#}
855    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈɒjkɑ# | *#dˈɔjkə# {GOLD: >*} | *#dˈɔjkə# {GOLD: >*} | *#dˈɔjkə# {GOLD: >*} | *#dˈɔjkə# {GOLD: #dˈɔjkə#}
856    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈɒbʊ# | *#dˈɔb# {GOLD: >*} | *#dˈɔb# {GOLD: >*} | *#dˈɔb# {GOLD: >*} | *#dˈɔb# {GOLD: #dˈɔb#}
857    | ... | ... | ... | #dˌolˈoːrem# | *#dˌʊlˈoːrɛ# | *#dˌulˈørɛ# | *#dˌulˈørɪ# | *#dˌulˈœɾɪ# | *#dˌulˠˈye̯ɾə# | *#dˌulˠˈye̯# {GOLD: #dulˠˈyø̯#} | *#dˌulˠˈye̯# {GOLD: >*} | *#dulˠˈye̯# {GOLD: #dulˠˈye̯#} | *#dulˠˈye̯# {GOLD: #dulˠˈye̯#}
858    | ... | ... | ... | #dˌuplikˈɑːnioː# | *#dˌʊplɪkˈɒːnju# | *#dˌuplekˈoɲu# | *#dˌuplɪkˈoɲu# | *#dˌuplɪkˈɔ̃ɲu# | *#dˌulpəkˈɔ̃ɲə# | *#dˌulpəkˈɔ̃ɲ# {GOLD: #dˌulpəkˈɔ̃ɲ#} | *#dˌulpəkˈɔ̃ɲ# {GOLD: >*} | *#dulpəkˈɔɲ# {GOLD: >*} | *#dulpəkˈɔj# {GOLD: #dulpəkˈɔj#}
859    | ... | ... | ... | ... | ... | #dˌurˈɒɲɔ# | *#dˌurˈɒɲɔ# | *#dˌuɾˈɒ̃ɲɔ# | *#dˌuɾˈɒ̃ɲə# | *#dˌuɾˈɔ̃ɲ# {GOLD: >*} | *#dˌuɾˈɔ̃ɲ# {GOLD: >*} | *#duɾˈɔɲ# {GOLD: >*} | *#duɾˈɔj# {GOLD: #duɾˈɔj#}
860    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɒ̃bɾˈɑj# | *#dˌũmbɾˈɛː# {GOLD: >*} | *#dˌũmbɾˈɛː# {GOLD: >*} | *#dumbɾˈɛ# {GOLD: >*} | *#dumbɾˈɛ# {GOLD: #dumbɾˈɛ#}
861    | ... | ... | ... | #dˈukem# | *#dˈʊkɛ# | *#dˈukɛ# | *#dˈucɪ# | *#dˈucɪ# | *#dˈucə# | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: >*} | *#dˈuc# {GOLD: #dˈuc#}
862    | ... | ... | #dˌurrhˈacum# | *#dˌurrhˈɑt͡ʃum# | *#dˈʊrrɑt͡ʃʊ# | *#dˈurrɑt͡ʃu# | *#dˈurrat͡ʃu# | *#dˈuɾɾɐsu# | *#dˈuːrːɐsə# | *#dˈuːrəs# {GOLD: >*} | *#dˈuːrəs# {GOLD: >*} | *#dˈurəs# {GOLD: >*} | *#dˈurəs# {GOLD: #dˈurəs#}
863    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈɒ̃brʊ# | *#dˈũmbɾ̩# {GOLD: >*} | *#dˈũmbɾ̩# {GOLD: >*} | *#dˈumbɾ̩# {GOLD: >*} | *#dˈumbəɾ# {GOLD: #dˈumbəɾ#}
864    | ... | ... | ... | #drˌɑnkˈoːnem# | *#drˌɑnkˈɒːnɛ# | *#drˌɑnkˈonɛ# | *#drˌankˈonɪ# | *#dɾə̃nkˈɔ̃ɾ̃ɪ# | *#dɾə̃nɡˈũo̯ɾ̃ə# | *#dɾə̃ŋɡˈũo̯# {GOLD: #dɾˌãnkˈuo̯#} | *#dɾə̃ɲ̈ɡˈũa̯# {GOLD: >*} | *#dɾəɲ̈ɡˈua̯# {GOLD: >*} | *#dɾəŋɡˈua̯# {GOLD: #dɾaɡˈua̯#}
865    | ... | ... | ... | ... | ... | ... | ... | ... | #drˈɑɡɑ# | *#dɾˈaɡə# {GOLD: >*} | *#dɾˈaɡə# {GOLD: >*} | *#dɾˈaɡə# {GOLD: >*} | *#dɾˈaɡə# {GOLD: #dɾˈaɡə#}
866    | ... | ... | #drˈaɡmaː# | *#drˈɑɡmɑ# | *#drˈɑɡmɑ# | *#drˈɑɡmɑ# | *#drˈaɡma# | *#dɾˈaɡma# | *#dɾˈaɡma# | *#dɾˈaɡm̩# {GOLD: #dɾˈaɡmə#} | *#dɾˈaɡm̩# {GOLD: >*} | *#dɾˈaɡm̩# {GOLD: >*} | *#dɾˈaɡəm# {GOLD: #dɾˈaɡəm#}
867    | ... | ... | #drˈapanon# | *#drˈɑpɑnon# | *#drˈɑpɑnʊ# | *#drˈɑpɑnu# | *#drˈapɑ̃ɾ̃u# | *#dɾˈapɐɾ̃u# | *#dɾˈapɐɾ̃ə# | *#dɾˈapəɾ̃# {GOLD: #dɾˈapə̃ɾ̃ə#} | *#dɾˈapəɾ̃# {GOLD: >*} | *#dɾˈapəɾ# {GOLD: >*} | *#dɾˈapəɾ# {GOLD: #dɾˈapəɾ#}
868    | ... | ... | ... | ... | ... | ... | #drˈɒ̃ɡʊ# | *#dɾˈɑ̃nɡə# | *#dɾˈɑ̃nɡə# | *#dɾˈʌ̃ŋɡ# {GOLD: #dɾˈɑ̃nk#} | *#dɾˈə̃ɲ̈ɡ# {GOLD: >*} | *#dɾˈəɲ̈ɡ# {GOLD: >*} | *#dɾˈəŋɡ# {GOLD: #dɾˈəŋɡ#}
869    | ... | ... | ... | ... | ... | ... | ... | ... | #drˌæmˈitɪ# | *#dɾˌɛmˈit# {GOLD: >*} | *#dɾˌɛmˈit# {GOLD: >*} | *#dɾɛmˈit# {GOLD: >*} | *#dɾɛmˈit# {GOLD: #dɾɛmˈit#}
870    | ... | ... | ... | #dˌiːrˈeːktum# | *#dˌirˈeːktʊ# | *#dˌirˈeçtu# | *#dˌirˈejtu# | *#dɪɾˈejtu# | *#dəɾˈɛjtə# | *#dəɾˈɛjt# {GOLD: #dəɾˈɛjt#} | *#dəɾˈɛjt# {GOLD: >*} | *#dɾˈɛjt# {GOLD: >*} | *#dɾˈɛjt# {GOLD: #dɾˈɛjt#}
871    | ... | ... | ... | #drˈɑkiː# | *#drˈɑki# | *#drˈɑki# | *#drˈecɪ# | *#dɾˈecɪ# | *#dɾˈɛcə# | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: >*} | *#dɾˈɛc# {GOLD: #dɾˈɛc#}
872    | ... | ... | ... | #drˌiwˈɑstum# | *#drˈiwɑstʊ# | *#drˈiwɑstu# | *#drˈiwastu# | *#dɾˈiːʃtu# | *#dɾˈiːʃtə# | *#dɾˈiːʃt# {GOLD: #dɾˈiʃt#} | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: #dɾˈiʃt#}
873    | ... | ... | #drˈiwaston# | *#drˌiːwˈɑston# | *#drˈiwɑstʊ# | *#drˈiwɑstu# | *#drˈiwastu# | *#dɾˈiːʃtu# | *#dɾˈiːʃtə# | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiːʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: >*} | *#dɾˈiʃt# {GOLD: #dɾˈiʃt#}
874    | ... | ... | ... | #drˈiːnum# | *#drˈinʊ# | *#drˈinu# | *#drˈinu# | *#dɾˈĩnu# | *#dɾˈĩːnə# | *#dɾˈĩː# {GOLD: #dɾˈĩːɾ̃#} | *#dɾˈĩː# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
875    | ... | ... | ... | ... | ... | ... | ... | ... | #drˌɒbˈitɪ# | *#dɾˌɔbˈit# {GOLD: >*} | *#dɾˌɔbˈit# {GOLD: >*} | *#dɾɔbˈit# {GOLD: >*} | *#dɾɔbˈit# {GOLD: #dɾɔbˈit#}
876    | ... | ... | ... | ... | ... | ... | #drˈɒkʊ# | *#dɾˈɒkə# | *#dɾˈɒkə# | *#dɾˈɔk# {GOLD: >*} | *#dɾˈɔk# {GOLD: >*} | *#dɾˈɔk# {GOLD: >*} | *#dɾˈɔk# {GOLD: #dɾˈɔk#}
877    | ... | ... | ... | ... | ... | ... | ... | #dɛrnˈɔpɔli# | *#dərːˈɔpɔlˠə# | *#dɾˈɔpulˠ# {GOLD: >*} | *#dɾˈɔpulˠ# {GOLD: >*} | *#dɾˈɔpulˠ# {GOLD: >*} | *#dɾˈɔpulˠ# {GOLD: #dɾˈɔpulˠ#}
878    | ... | ... | ... | ... | ... | ... | #drˈɒbɪnit͡sɑ# | *#dɾˈɔbnit͡sɑ# | *#dɾˈɔmːit͡sɑ# | *#dɾˈɔmːt͡sə# {GOLD: >*} | *#dɾˈɔmt͡sə# {GOLD: >*} | *#dɾˈɔmt͡sə# {GOLD: >*} | *#dɾˈɔmt͡sə# {GOLD: #dɾˈɔmt͡sə#}
879    | ... | ... | ... | ... | ... | ... | #t͡sˌælˈikʊ# | *#t͡sˌɑlˈikə# | *#t͡sˌɑlˈikə# | *#t͡sˌalˈik# {GOLD: >*} | *#t͡sˌalˈik# {GOLD: >*} | *#t͡salˈik# {GOLD: >*} | *#t͡salˈik# {GOLD: #t͡salˈik#}
880    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡sˌɑrˈinɑ# | *#t͡sˌaɾˈinə# {GOLD: >*} | *#t͡sˌaɾˈinə# {GOLD: >*} | *#t͡saɾˈinə# {GOLD: >*} | *#t͡saɾˈinə# {GOLD: #t͡saɾˈinə#}
881    | ... | ... | ... | ... | ... | ... | ... | #t͡sˌarˈuxja# | *#t͡sˌarˈuxja# | *#t͡sˌaɾˈuxɛ# {GOLD: >*} | *#t͡sˌaɾˈuhɛ# {GOLD: >*} | *#t͡saɾˈuhɛ# {GOLD: >*} | *#t͡saɾˈuhɛ# {GOLD: #t͡saɾˈucɛ#}
882    | ... | ... | ... | ... | ... | ... | #t͡ʃˈɑrɑ# | *#t͡sˈɑɾɑ# | *#t͡sˈɑːɾɑ# | *#t͡sˈaːɾə# {GOLD: >*} | *#t͡sˈaːɾə# {GOLD: >*} | *#t͡sˈaɾə# {GOLD: >*} | *#t͡sˈaɾə# {GOLD: #t͡sˈaɾə#}
883    | ... | ... | ... | ... | ... | ... | #t͡ʃˈɑrɪbɑ# | *#t͡sˈɑɾɪbɑ# | *#t͡sˈɑːɾbɑ# | *#t͡sˈaːɾbə# {GOLD: >*} | *#t͡sˈaːɾbə# {GOLD: >*} | *#t͡sˈaɾbə# {GOLD: >*} | *#t͡sˈaɾbə# {GOLD: #t͡sˈaɾbə#}
884    | ... | ... | ... | ... | ... | ... | #t͡ʃˌɪrnˈidlʊ# | *#t͡sɪɾnˈiðlə# | *#t͡sərːˈiːlˠə# | *#t͡sərˈiːlˠ# {GOLD: >*} | *#t͡sərˈiːlˠ# {GOLD: >*} | *#t͡sərˈilˠ# {GOLD: >*} | *#t͡sərˈilˠ# {GOLD: #t͡səɾˈil#}
885    | ... | ... | ... | ... | ... | ... | #t͡ʃˌɪrnˈikʊ# | *#t͡sɪɾnˈikə# | *#t͡sərːˈikə# | *#t͡sərˈik# {GOLD: >*} | *#t͡sərˈik# {GOLD: >*} | *#t͡sərˈik# {GOLD: >*} | *#t͡sərˈik# {GOLD: #t͡sərˈik#}
886    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡sˌænˈitɪ# | *#t͡sˌɛnˈit# {GOLD: >*} | *#t͡sˌɛnˈit# {GOLD: >*} | *#t͡sɛnˈit# {GOLD: >*} | *#t͡sɛnˈit# {GOLD: #t͡sɛnˈit#}
887    | ... | ... | ... | ... | ... | ... | #t͡ʃˈɪrmɑ# | *#t͡sˈɪɾmɑ# | *#t͡sˈɪːɾmɑ# | *#t͡sˈɛɾmə# {GOLD: >*} | *#t͡sˈɛɾmə# {GOLD: >*} | *#t͡sˈɛɾmə# {GOLD: >*} | *#t͡sˈɛɾmə# {GOLD: #t͡sˈɛɾmə#}
888    | ... | ... | ... | ... | ... | ... | #t͡ʃˈitɑ# | *#t͡sˈitɑ# | *#t͡sˈitɑ# | *#t͡sˈitə# {GOLD: >*} | *#t͡sˈitə# {GOLD: >*} | *#t͡sˈitə# {GOLD: >*} | *#t͡sˈitə# {GOLD: #t͡sˈitə#}
889    | ... | ... | ... | ... | ... | ... | #t͡ʃˈubʊ# | *#t͡sˈubə# | *#t͡sˈubə# | *#t͡sˈub# {GOLD: >*} | *#t͡sˈub# {GOLD: >*} | *#t͡sˈub# {GOLD: >*} | *#t͡sˈub# {GOLD: #t͡sˈub#}
890    | ... | ... | ... | ... | ... | ... | ... | #sˈɑɲɑ# | *#sˈɑːjɑ# | *#sˈaːjə# {GOLD: #sˈɑ̃jə#} | *#sˈaːjə# {GOLD: >*} | *#sˈajə# {GOLD: >*} | *#sˈajə# {GOLD: #sˈajə#}
891    | ... | ... | ... | ... | ... | ... | ... | #sˈænɑ# | *#sˈænɑ# | *#sˈɛnə# {GOLD: >*} | *#sˈɛnə# {GOLD: >*} | *#sˈɛnə# {GOLD: >*} | *#sˈɛnə# {GOLD: #sˈanə#}
892    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈɑbʎɑ# | *#sˈabʎɛ# {GOLD: >*} | *#sˈabʎɛ# {GOLD: >*} | *#sˈabjɛ# {GOLD: >*} | *#sˈabjɛ# {GOLD: #sˈabjɛ#}
893    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈɛlɪt͡sɑ# | *#sˈɛlt͡sə# {GOLD: >*} | *#sˈɛlt͡sə# {GOLD: >*} | *#sˈɛlt͡sə# {GOLD: >*} | *#sˈɛlt͡sə# {GOLD: #sˈɛlt͡sə#}
894    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈærɑ# | *#sˈɛɾə# {GOLD: >*} | *#sˈɛɾə# {GOLD: >*} | *#sˈɛɾə# {GOLD: >*} | *#sˈɛɾə# {GOLD: #sˈɛɾə#}
895    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈɛ̃brʊ# | *#sˈɛmbɾ̩# {GOLD: >*} | *#sˈɛmbɾ̩# {GOLD: >*} | *#sˈɛmbɾ̩# {GOLD: >*} | *#sˈɛmbəɾ# {GOLD: #sˈɛmbəɾ#}
896    | ... | ... | ... | ... | ... | ... | ... | #sˌimmaxˈɔːrɔn# | *#sˌimːaxˈuo̯rə# | *#sˌimːaxˈuo̯ɾ# {GOLD: >*} | *#sˌimahˈua̯ɾ# {GOLD: >*} | *#simahˈua̯ɾ# {GOLD: >*} | *#simahˈua̯ɾ# {GOLD: #simahˈua̯ɾ#}
897    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈilɑ# | *#sˈilˠə# {GOLD: >*} | *#sˈilˠə# {GOLD: >*} | *#sˈilˠə# {GOLD: >*} | *#sˈilˠə# {GOLD: #sˈilˠə#}
898    | ... | ... | ... | ... | ... | ... | ... | #sˌɛ̃jˈitɪ# | *#sˌɛ̃ˈitə# | *#sˈiːt# {GOLD: >*} | *#sˈiːt# {GOLD: >*} | *#sˈit# {GOLD: >*} | *#sˈit# {GOLD: #sˈit#}
899    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈitɒ# | *#sˈitə# {GOLD: >*} | *#sˈitə# {GOLD: >*} | *#sˈitə# {GOLD: >*} | *#sˈitə# {GOLD: #sˈitə#}
900    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈitʊkɑ# | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: #sˈitkə#}
901    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈitʊkɑ# | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: >*} | *#sˈitkə# {GOLD: #sˈitkə#}
902    | ... | ... | ... | ... | ... | ... | ... | ... | #sˌʊtˈinɑ# | *#sˌɔtˈinə# {GOLD: >*} | *#sˌɔtˈinə# {GOLD: >*} | *#sɔtˈinə# {GOLD: >*} | *#sɔtˈinə# {GOLD: #sɔtˈinə#}
903    | ... | ... | ... | ... | ... | ... | ... | #sˌɒ̃dˈɔɲ# | *#sˌɔ̃dˈɔɲ# | *#sˌɔndˈɔɲ# {GOLD: >*} | *#sˌɔndˈɔɲ# {GOLD: >*} | *#sɔndˈɔɲ# {GOLD: >*} | *#sɔndˈɔj# {GOLD: #sɔndˈɔj#}
904    | ... | ... | ... | ... | ... | ... | ... | ... | #sˌɒβˈɑdlʊkɑ# | *#sˌɔvˈaʎkə# {GOLD: >*} | *#sˌɔvˈaʎkə# {GOLD: >*} | *#sɔvˈajkə# {GOLD: >*} | *#sɔvˈajkə# {GOLD: #sɔvˈajkə#}
905    | ... | ... | ... | ... | ... | ... | ... | ... | #skˈɒrɒ# | *#skˈɔɾə# {GOLD: >*} | *#skˈɔɾə# {GOLD: >*} | *#skˈɔɾə# {GOLD: >*} | *#skˈɔɾə# {GOLD: #skˈɔrə#}
906    | ... | ... | ... | ... | ... | ... | ... | #skˌɒɾlˈupɑ# | *#skˌɒɾlˈupɑ# | *#skˌɔlˈupə# {GOLD: >*} | *#skˌɔlˈupə# {GOLD: >*} | *#skɔlˈupə# {GOLD: >*} | *#skɔlˈupə# {GOLD: #sklˠˈupə#}
907    | ... | ... | ... | ... | ... | ... | ... | #skrˈɒβnɑ# | *#skrˈɒmːɑ# | *#skɾˈɔmːə# {GOLD: >*} | *#skɾˈɔmə# {GOLD: >*} | *#skɾˈɔmə# {GOLD: >*} | *#skɾˈɔmə# {GOLD: #skɾˈɔmə#}
908    | ... | ... | ... | ... | ... | ... | ... | ... | #sʊlˈɒɡʊ# | *#slˈɔɡ# {GOLD: >*} | *#slˈɔɡ# {GOLD: >*} | *#slˈɔɡ# {GOLD: >*} | *#slˈɔɡ# {GOLD: #slˠˈɔɡ#}
909    | ... | ... | ... | ... | ... | ... | ... | ... | #sˌɒ̃dˈɔ̃ɲ# | *#sˌũndˈɔ̃ɲ# {GOLD: >*} | *#sˌũndˈɔ̃ɲ# {GOLD: >*} | *#sundˈɔɲ# {GOLD: >*} | *#sundˈɔj# {GOLD: #sundˈɔj#}
910    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈuxɑ# | *#sˈuxə# {GOLD: >*} | *#sˈuhə# {GOLD: >*} | *#sˈuhə# {GOLD: >*} | *#sˈuhə# {GOLD: #sˈuhə#}
911    | ... | ... | ... | ... | ... | ... | ... | #sˈukulɒ# | *#sˈukulˠə# | *#sˈukulˠ# {GOLD: >*} | *#sˈukulˠ# {GOLD: >*} | *#sˈukulˠ# {GOLD: >*} | *#sˈukulˠ# {GOLD: #sˈukulˠ#}
912    | ... | ... | ... | ... | ... | ... | ... | #sxˈima# | *#skˈima# | *#skˈimə# {GOLD: >*} | *#skˈimə# {GOLD: >*} | *#skˈimə# {GOLD: >*} | *#scˈimə# {GOLD: #scˈimə#}
913    | ... | ... | ... | #skˈuːtum# | *#skˈuːtʊ# | *#skˈytu# | *#scˈytu# | *#ʃcˈytu# | *#ʃcˈytə# | *#ʃcˈyt# {GOLD: >*} | *#ʃcˈyt# {GOLD: >*} | *#ʃcˈyt# {GOLD: #ʃcˈyt#} | *#scˈyt# {GOLD: #scˈyt#}
914    | ... | ... | ... | ... | ... | ... | ... | ... | #slˈɒtɑ# | *#skʎˈɔtə# {GOLD: >*} | *#skʎˈɔtə# {GOLD: >*} | *#scˈɔtə# {GOLD: >*} | *#scˈɔtə# {GOLD: #scˈɔtə#}
915    | ... | ... | ... | ... | ... | ... | ... | #slˈufuɾɛ# | *#slˈuːfuɾə# | *#skʎˈuːfuɾ# {GOLD: >*} | *#skʎˈuːfuɾ# {GOLD: >*} | *#scˈufuɾ# {GOLD: >*} | *#scˈufuɾ# {GOLD: #scˈufuɾ#}
916    | ... | ... | ... | ... | ... | ... | ... | ... | #strˌɪkˈɑtɪ# | *#stɾ̩kˈat# {GOLD: >*} | *#stɾ̩kˈat# {GOLD: >*} | *#stɾ̩kˈat# {GOLD: >*} | *#stəɾkˈat# {GOLD: #stəɾkˈat#}
917    | ... | ... | ... | ... | ... | ... | ... | ... | #stˌərβˈitɪ# | *#stɾ̩vˈit# {GOLD: >*} | *#stɾ̩vˈit# {GOLD: >*} | *#stɾ̩vˈit# {GOLD: >*} | *#stəɾvˈit# {GOLD: #stəɾvˈit#}
918    | ... | ... | ... | ... | ... | ... | ... | ... | #stˌɪrβˈinɑ# | *#stɾ̩vˈinə# {GOLD: >*} | *#stɾ̩vˈinə# {GOLD: >*} | *#stɾ̩vˈinə# {GOLD: >*} | *#stəɾvˈinə# {GOLD: #stəɾvˈinə#}
919    | ... | ... | ... | ... | ... | ... | ... | ... | #stˈɛʎɑ# | *#stˈɛʎə# {GOLD: >*} | *#stˈɛʎə# {GOLD: >*} | *#stˈɛjə# {GOLD: >*} | *#stˈɛjə# {GOLD: #stˈɛjə#}
920    | ... | ... | ... | ... | ... | ... | ... | ... | #stˈɪpɪ# | *#stˈɛp# {GOLD: >*} | *#stˈɛp# {GOLD: >*} | *#stˈɛp# {GOLD: >*} | *#stˈɛp# {GOLD: #stˈɛp#}
921    | ... | ... | ... | ... | ... | ... | ... | ... | #strˈæxɑ# | *#stɾˈɛxə# {GOLD: >*} | *#stɾˈɛhə# {GOLD: >*} | *#stɾˈɛhə# {GOLD: >*} | *#stɾˈɛhə# {GOLD: #stɾˈɛhə#}
922    | ... | ... | ... | ... | ... | ... | ... | ... | #strˈɒkɑ# | *#stɾˈɔkə# {GOLD: >*} | *#stɾˈɔkə# {GOLD: >*} | *#stɾˈɔkə# {GOLD: >*} | *#stɾˈɔkə# {GOLD: #stɾˈɔkə#}
923    | ... | ... | ... | ... | ... | ... | ... | ... | #strˈʊkɑ# | *#stɾˈukə# {GOLD: >*} | *#stɾˈukə# {GOLD: >*} | *#stɾˈukə# {GOLD: >*} | *#stɾˈukə# {GOLD: #stɾˈukə#}
924    | ... | ... | ... | ... | ... | ... | ... | ... | #strˈumɨ# | *#stɾˈum# {GOLD: >*} | *#stɾˈum# {GOLD: >*} | *#stɾˈum# {GOLD: >*} | *#stɾˈum# {GOLD: #stɾˈum#}
925    | ... | ... | ... | ... | ... | ... | ... | ... | #səmiʎˈɑtɪ# | *#səmʎˈat# {GOLD: >*} | *#səmʎˈat# {GOLD: >*} | *#səmjˈat# {GOLD: >*} | *#səmjˈat# {GOLD: #smilˈat#}
926    | ... | ... | ... | #dis# | *#dɪ# | *#dɪ# | *#dɪ# | *#dɪ# | *#də# | *#də# {GOLD: >*} | *#də# {GOLD: >*} | *#də# {GOLD: >*} | *#də# {GOLD: #z#}
