etID  | Antique Proto-Albanian | Middle Proto-Albanian | Late Proto-Albanian |  Proto-Tosk |  Old Northern Tosk Albanian | Output {GOLD}
263    | #ɡrˌuːmulˈɑːnio# | #ɡrˌuːmulːˈɑːɲo# | #ɡrəməlːˈaːɲ# | #ɡɾə̃mbəlˠˈəːɲ# | #ɡɾəmbəlˠˈəɲ# | #ɡɾəmbəlˠˈəɲ# {GOLD: #ɡɾumbulˠˈɔj#}
264    | #ɡrˈuːmulus# | #ɡrˈuːməlːu# | #ɡrˈyːmlː# | #ɡɾˈỹːmlˠ# | #ɡɾˈymlˠ# | #ɡɾˈymlˠ# {GOLD: #ɡɾˈumbulˠ#}
265    | #ɡˈulɑm# | #ɡˈulːəm# | #ɡˈuːlː# | #ɡˈuːlˠ# | #ɡˈulˠ# | #ɡˈulˠ# {GOLD: #ɡˈɔjə#}
266    | #ɡˈummɑ# | #ɡˈummɑ# | #ɡˈuːmmə# | #ɡˈũːmmbə# | #ɡˈummbə# | #ɡˈummbə# {GOLD: #ɡˈɔmə#}
267    | #ɡˈunnɑm# | #ɡˈunːəm# | #ɡˈuːnː# | #ɡˈũːn# | #ɡˈun# | #ɡˈun# {GOLD: #ɡˈunə#}
268    | #ɡˈuttɑm# | #ɡˈuttəm# | #ɡˈutt# | #ɡˈutt# | #ɡˈutt# | #ɡˈutt# {GOLD: #ɡˈutə#}
269    | #ɡˈyːrum# | #ɡˈiːrəm# | #ɟˈiːr# | #ɟˈiːɾ# | #ɟˈiɾ# | #ɟˈiɾ# {GOLD: #ɟˈiɾ#}
270    | #hˈae̯dum# | #hˈɛdəm# | #hjˈɛd# | #hjˈɛd# | #hjˈɛd# | #hjˈɛd# {GOLD: #ˈɛð#}
271    | #hˈɑstɑm# | #hˈɑstəm# | #hˈaːʃt# | #hˈaːʃt# | #hˈaʃt# | #hˈat͡ʃt# {GOLD: #hˈɛʃtə#}
272    | #hˌɑstˈiːliɑ# | #hˌɑstˈiːʎɑ# | #həʃtˈiːʎə# | #həʃtˈiːʎə# | #həʃtˈijə# | #hət͡ʃtˈijə# {GOLD: #ʃtˈijə#}
273    | #hˌibernˈiːnum# | #hˌiernˈiːnəm# | #həərnˈiːn# | #həərˈĩːn# | #həərˈin# | #həərˈin# {GOLD: #vərˈi#}
274    | #hˈinnikulɑ# | #hˈinːəkəlːɑ# | #hˈɛːnːɡlːə# | #hˈɛ̃ːnɡlˠə# | #hˈɛnɡlˠə# | #hˈɛnɡlˠə# {GOLD: #hˈiŋɡəl#}
275    | #hˌinnikulˈɑːnioː# | #hˌinːikulːˈɑːɲoː# | #hənːəkəlːˈaːɲ# | #hə̃nəkəlˠˈəːɲ# | #hənkəlˠˈəɲ# | #hənkəlˠˈəɲ# {GOLD: #hiŋɡəlˠˈɔj#}
276    | #hˈebdomɑs# | #hˈebdəmɑ# | #hjˈɛbdmə# | #hjˈɛbdmbə# | #hjˈɛbdmbə# | #hjˈɛbdmbə# {GOLD: #javə#}
277    | #hˌernizˈɑːnioː# | #hˌernizˈɑːɲoː# | #hərnəzˈaːɲ# | #hərəzˈəːɲ# | #hərəzˈəɲ# | #hərəzˈəɲ# {GOLD: #ɾənd͡zˈɔj#}
278    | #honˈoːrem# | #honˈoːrəm# | #hənˈɛːr# | #hə̃ɾˈɛːɾ# | #həɾˈɛɾ# | #həɾˈɛɾ# {GOLD: #ndˈɛɾ#}
279    | #hˈoːrɑm# | #hˈoːrəm# | #hˈɛːr# | #hˈɛːɾ# | #hˈɛɾ# | #hˈɛɾ# {GOLD: #hˈɛrə#}
280    | #hˌorrˈeːnioː# | #hˌorːˈeːɲoː# | #hərːˈɛːɲ# | #hərˈɛ̃ːɲ# | #hərˈɛɲ# | #hərˈɛɲ# {GOLD: #urˈɛj#}
281    | #hˌospˈitium# | #hˌospˈitjəm# | #həʃpˈi?# | #həʃpˈi?# | #həʃpˈi?# | #hət͡ʃpˈi?# {GOLD: #ʃtəpˈi#}
282    | #iˈɑːnuɑ# | #ɟˈɑːnwɑ# | #ɟˈaːnwə# | #ɟˈəːnwə# | #ɟˈənwə# | #ɟˈənwə# {GOLD: #ɟˈua̯#}
283    | #iˌɑːnuˈɑːrium# | #ɟˌɑːnwˈɑːrjəm# | #ɟənwˈɛːrj# | #ɟə̃nwˈɛːɾj# | #ɟənwˈɛɾj# | #ɟənwˈɛɾj# {GOLD: #janˈaɾ#}
284    | #iˌeiuːnˈɑːnioː# | #ɟjjuːnˈɑːɲoː# | #ɟjjənˈaːɲ# | #ɟjjə̃ɾˈəːɲ# | #ɟjjəɾˈəɲ# | #ɟjjəɾˈəɲ# {GOLD: #ɟəɾˈɔj#}
285    | #ˌiːkˈonem# | #ˌiːkˈonəm# | #kˈɔːn# | #kˈɔ̃ːn# | #kˈɔn# | #kˈɔn# {GOLD: #kˈɔɾə#}
286    | #ˈiːliɑ# | #ˈiːʎɑ# | #ˈiːʎə# | #hˈiːʎə# | #hˈijə# | #hˈijə# {GOLD: #ˈijə#}
287    | #ˈiːlikem# | #ˈiːʎəkəm# | #ˈiːʎk# | #hˈiːʎk# | #hˈijk# | #hˈijk# {GOLD: #ˈilcɛ#}
288    | #ˌiːlikˈeːtum# | #ˌiːʎikˈeːtəm# | #ʎcˈɛt# | #ʎcˈɛt# | #jcˈɛt# | #jcˈɛt# {GOLD: #ilcˈɛt#}
289    | #ˌimpɑrˈɑːnioː# | #ˌimpɑrˈɑːɲoː# | #əmbərˈaːɲ# | #hə̃mbəɾˈəːɲ# | #həmbəɾˈəɲ# | #həmbəɾˈəɲ# {GOLD: #mbɾˈɔj#}
290    | #ˌimpˈedikɑm# | #ˌimpˈedəkəm# | #əmbjˈɛtk# | #hə̃mbjˈɛtk# | #həmbjˈɛtk# | #həmbjˈɛtk# {GOLD: #pˈɛŋɡə#}
291    | #ˌimpˌerɑːtˈissɑm# | #ˌimpˌerɑːtˈissəm# | #əmbərtˈɛːʃʃ# | #hə̃mbəɾtˈɛːʃʃ# | #həmbəɾtˈɛʃʃ# | #həmbəɾtˈɛt͡ʃʃ# {GOLD: #pɛɾəndˈɛʃə#}
292    | #ˌimpˌerˌɑːtˈoːrem# | #ˌimpˌerˌɑːtˈoːrəm# | #əmbərtˈɛːr# | #hə̃mbəɾtˈɛːɾ# | #həmbəɾtˈɛɾ# | #həmbəɾtˈɛɾ# {GOLD: #pɛrəndˈua̯ɾ#}
293    | #ˌimperˌɑːtoːrˈissɑm# | #ˌimperˌɑːtoːrˈissəm# | #əmbərtərˈɛːʃʃ# | #hə̃mbəɾtəɾˈɛːʃʃ# | #həmbəɾtəɾˈɛʃʃ# | #həmbəɾtəɾˈɛt͡ʃʃ# {GOLD: #mbɾɛtəɾˈɛʃə#}
294    | #ˌimperˈɑːtus# | #ˌimperˈɑːtu# | #əmbərˈat# | #hə̃mbəɾˈat# | #həmbəɾˈat# | #həmbəɾˈat# {GOLD: #mbɾˈɛt#}
295    | #ˌimperˈɑːtor# | #ˌimperˈɑːtər# | #əmbərˈatr# | #hə̃mbəɾˈatɾ# | #həmbəɾˈatɾ# | #həmbəɾˈatɾ# {GOLD: #mbɾˈɛtəɾ#}
296    | #ˌimplɑntˈɑːnioː# | #ˌimplɑntˈɑːɲoː# | #əmbləndˈaːɲ# | #hə̃mblə̃ndˈəːɲ# | #həmbləndˈəɲ# | #həmbləndˈəɲ# {GOLD: #mbəltˈɔj#}
297    | #ˌimplˈeːnioː# | #ˌimplˈeːɲoː# | #əmblˈɛːɲ# | #hə̃mblˈɛ̃ːɲ# | #həmblˈɛɲ# | #həmblˈɛɲ# {GOLD: #mblˈɔj#}
298    | #ˌimmˈuːne# | #ˌimmˈuːne# | #əmmˈyːn# | #hə̃mmˈỹːn# | #həmmˈyn# | #həmmˈyn# {GOLD: #mˈu#}
299    | #ˌinˈɑltɑ# | #ˌinˈɑltɑ# | #nˈaːltə# | #nˈaːltə# | #nˈaltə# | #nˈaltə# {GOLD: #nˈaltə#}
300    | #ˌinˌɑltiˈɑːnioː# | #ˌinˌɑltjˈɑːɲoː# | #nəl?ˈaːɲ# | #nəl?ˈəːɲ# | #nəl?ˈəɲ# | #nəl?ˈəɲ# {GOLD: #nalt͡sˈɔj#}
301    | #ˌinˈɑltum# | #ˌinˈɑltəm# | #nˈaːlt# | #nˈaːlt# | #nˈalt# | #nˈalt# {GOLD: #nˈalt#}
302    | #ˌinˈɑwritˈɑːnioː# | #ˌinˈɑwrətˈɑːɲoː# | #nˈaːrtˈaːɲ# | #nˈaːɾtˈəːɲ# | #nˈaɾtˈəɲ# | #nˈaɾtˈəɲ# {GOLD: #naɾtˈɔj#}
303    | #ˌindˈeːspikˈɑːnioː# | #ˌindˈeːspəkˈɑːɲoː# | #əndˈiːʃpkˈaːɲ# | #hə̃ndˈiːʃpkˈəːɲ# | #həndˈiʃpkˈəɲ# | #həndˈit͡ʃpkˈəɲ# {GOLD: #ndəʃkˈɔj#}
304    | #ˌindikˈɑːnioː# | #ˌindikˈɑːɲoː# | #əndəkˈaːɲ# | #hə̃ndəkˈəːɲ# | #həndəkˈəɲ# | #həndəkˈəɲ# {GOLD: #ndikˈɔj#}
305    | #ˌindikˈonioː# | #ˌindikˈoɲoː# | #əndəkˈɔːɲ# | #hə̃ndəkˈɔ̃ːɲ# | #həndəkˈɔɲ# | #həndəkˈɔɲ# {GOLD: #dəkˈɔj#}
306    | #ˌindiktˈɑːnioː# | #ˌindiktˈɑːɲoː# | #əndəjtˈaːɲ# | #hə̃ndəjtˈəːɲ# | #həndəjtˈəɲ# | #həndəjtˈəɲ# {GOLD: #dəftˈɔj#}
307    | #ˌindireːktˈɑːnioː# | #ˌindireːktˈɑːɲoː# | #əndərəjtˈaːɲ# | #hə̃ndəɾəjtˈəːɲ# | #həndəɾəjtˈəɲ# | #həndəɾəjtˈəɲ# {GOLD: #ndəɾtˈɔj#}
308    | #ˌindirˈeːktum# | #ˌindirˈeːktəm# | #əndərˈijt# | #hə̃ndəɾˈijt# | #həndəɾˈijt# | #həndəɾˈijt# {GOLD: #ndɾˈɛc#}
309    | #ˌindirˈeːktioː# | #ˌindirˈeːktjoː# | #əndərˈij?# | #hə̃ndəɾˈij?# | #həndəɾˈij?# | #həndəɾˈij?# {GOLD: #ndɾˈɛc#}
310    | #ˌindulɡˈeːnioː# | #ˌindulɡˈeːɲoː# | #əndəlɟˈɛːɲ# | #hə̃ndəlɟˈɛ̃ːɲ# | #həndəlɟˈɛɲ# | #həndəlɟˈɛɲ# {GOLD: #ndjˈɛj#}
311    | #ˌinfˌɑntiˈukkum# | #ˌiːfˌɑntjˈukkəm# | #fən?ˈukk# | #fə̃n?ˈukk# | #fən?ˈukk# | #fən?ˈukk# {GOLD: #fant͡sˈuk#}
312    | #ˌinfˌɑskiˈɑːnioː# | #ˌiːfˌɑskjˈɑːɲoː# | #fəʃcjˈaːɲ# | #fəʃcjˈəːɲ# | #fəʃcjˈəɲ# | #fət͡ʃcjˈəɲ# {GOLD: #faʃcˈɔj#}
313    | #ˌiːnfˈernum# | #ˌiːfˈernəm# | #fjˈɛːrn# | #fjˈɛːɾn# | #fjˈɛɾn# | #fjˈɛɾn# {GOLD: #fˈɛr#}
314    | #ˌinɡɑnnˈɑːnioː# | #ˌinɡɑnːˈɑːɲoː# | #ənɡənːˈaːɲ# | #hə̃nɡə̃nˈəːɲ# | #hənɡənˈəɲ# | #hənɡənˈəɲ# {GOLD: #ŋɡəɲˈɛj#}
315    | #ˌinɡrˈɑːtɑm# | #ˌinɡrˈɑːtəm# | #ənɡrˈat# | #hə̃nɡɾˈat# | #hənɡɾˈat# | #hənɡɾˈat# {GOLD: #ŋɡrˈatə#}
316    | #ˌinimˈiːkum# | #ˌinimˈiːkəm# | #nəmˈik# | #nə̃mˈik# | #nəmˈik# | #nəmˈik# {GOLD: #aɾmˈik#}
317    | #ˌinkˌɑbɑllikˈɑːnioː# | #ˌinkˌɑɑlikˈɑːɲoː# | #ənɡəəlkˈaːɲ# | #hə̃nɡəəʎkˈəːɲ# | #hənɡəəjkˈəɲ# | #hənɡəəjkˈəɲ# {GOLD: #ŋɡalkˈɔj#}
318    | #ˌinkˌɑrrikˈɑːnioː# | #ˌinkˌɑrːikˈɑːɲoː# | #ənɡərːəkˈaːɲ# | #hə̃nɡərəkˈəːɲ# | #hənɡərəkˈəɲ# | #hənɡərəkˈəɲ# {GOLD: #ŋɡaɾkˈɔj#}
319    | #ˌinkɑstiɡˈɑːnioː# | #ˌinkɑstiɡˈɑːɲoː# | #ənfʃtəɡˈaːɲ# | #hə̃nfʃtəɡˈəːɲ# | #hənfʃtəɡˈəɲ# | #hənft͡ʃtəɡˈəɲ# {GOLD: #ndəʃkˈɔj#}
320    | #ˌinkˈɑwsinˈɑːnioː# | #ˌinkˈɑwsənˈɑːɲoː# | #ənɡˈaːʃnˈaːɲ# | #hə̃nɡˈaːʒnˈəːɲ# | #hənɡˈaʒnˈəɲ# | #hənɡˈaʒnˈəɲ# {GOLD: #ŋɡaʃəɾˈɛj#}
321    | #ˌinkonɡˌyːrˈɑːnioː# | #ˌinkoɲˌiːrˈɑːɲoː# | #ənɡəɲərˈaːɲ# | #hə̃nɡə̃ɲəɾˈəːɲ# | #hənɡəɲəɾˈəɲ# | #hənɡəɲəɾˈəɲ# {GOLD: #ɲɟəɾˈɔj#}
322    | #ˌinkˌonsoːlˈɑːnioː# | #ˌinkˌoːsoːlːˈɑːɲoː# | #ənfʃəlːˈaːɲ# | #hə̃nfʃəlˠˈəːɲ# | #hənfʃəlˠˈəɲ# | #hənfʃəlˠˈəɲ# {GOLD: #ŋɡuʃəlˠˈɔj#}
323    | #ˌinkˈudem# | #ˌinkˈudəm# | #ənɡˈud# | #hə̃nɡˈud# | #hənɡˈud# | #hənɡˈud# {GOLD: #kˈuð#}
324    | #ˌinkˈudinem# | #ˌinkˈudənəm# | #ənɡˈudn# | #hə̃nɡˈudn# | #hənɡˈudn# | #hənɡˈudn# {GOLD: #kˈuðəɾ#}
325    | #ˌinkˌuneˈɑːnioː# | #ˌinkˌuɲˈɑːɲoː# | #ənɡəɲˈaːɲ# | #hə̃nɡə̃ɲˈəːɲ# | #hənɡəɲˈəɲ# | #hənɡəɲˈəɲ# {GOLD: #ŋɡujˈɔj#}
326    | #ˌinnˈokuus# | #ˌinːˈoku# | #nːˈɔk# | #nˈɔk# | #nˈɔk# | #nˈɔk# {GOLD: #nˈɔkə#}
327    | #ˌinˈoffulɑm# | #ˌinˈoffəlːəm# | #nˈɔːfflː# | #nˈɔːfflˠ# | #nˈɔfflˠ# | #nˈɔfflˠ# {GOLD: #nˈɔfulˠ#}
328    | #ˌinsˈiɡniɑm# | #ˌiːsˈiɲəm# | #ʃˈɛːɲ# | #ʃˈɛ̃ːɲ# | #ʃˈɛɲ# | #ʃˈɛɲ# {GOLD: #ʃˈɛɲə#}
329    | #ˌiːnsˈubulum# | #ˌiːsˈuəlːəm# | #ʃˈuːlː# | #ʃˈuːlˠ# | #ʃˈulˠ# | #ʃˈulˠ# {GOLD: #ʃˈul#}
330    | #ˈiːnsulɑm# | #ˈiːsəlːəm# | #ˈiːʃlː# | #hˈiːʒlˠ# | #hˈiʒlˠ# | #hˈiʒlˠ# {GOLD: #ˈiʃulˠ#}
331    | #ˌintelliɡˈonioː# | #ˌinteliɡˈoɲoː# | #əntəlɡˈɔːɲ# | #hə̃ntəlɡˈɔ̃ːɲ# | #həntəlɡˈɔɲ# | #həntəlɡˈɔɲ# {GOLD: #ndəɟˈɔj#}
332    | #ˌintinɡˈonioː# | #ˌintinɡˈoɲoː# | #əntənɡˈɔːɲ# | #hə̃ntə̃nɡˈɔ̃ːɲ# | #həntənɡˈɔɲ# | #həntənɡˈɔɲ# {GOLD: #ɲɟˈyɛj#}
333    | #intˌer# | #intˌer# | #əndˌɛr# | #hə̃ndˌɛɾ# | #həndˌɛɾ# | #həndˌɛɾ# {GOLD: #ndəɾ#}
334    | #ˌinwˌernˈɑːliɑ# | #ˌinwˌernˈɑːʎɑ# | #nwərnˈɛːʎə# | #nwərˈɛːʎə# | #nwərˈɛjə# | #nwərˈɛjə# {GOLD: #mərˈajə#}
335    | #ˌinwˌernˈiːnum# | #ˌinwˌernˈiːnəm# | #nwərnˈiːn# | #nwərˈĩːn# | #nwərˈin# | #nwərˈin# {GOLD: #vərˈi#}
336    | #ˌinwˈernum# | #ˌinwˈernəm# | #nwjˈɛːrn# | #nwjˈɛːɾn# | #nwjˈɛɾn# | #nwjˈɛɾn# {GOLD: #vˈɛr#}
337    | #ˌinwˌidiˈɑːnioː# | #ˌinwˌidjˈɑːɲoː# | #nwə?ˈaːɲ# | #nwə?ˈəːɲ# | #nwə?ˈəɲ# | #nwə?ˈəɲ# {GOLD: #mizˈɔj#}
338    | #ˌinwiːtˈɑːnioː# | #ˌinwiːtˈɑːɲoː# | #nwətˈaːɲ# | #nwətˈəːɲ# | #nwətˈəɲ# | #nwətˈəɲ# {GOLD: #ftˈɔj#}
339    | #ˌinwitiˈɑːnioː# | #ˌinwitjˈɑːɲoː# | #nwə?ˈaːɲ# | #nwə?ˈəːɲ# | #nwə?ˈəɲ# | #nwə?ˈəɲ# {GOLD: #məsˈɔj#}
340    | #iˌoːhˈɑnnem# | #ɟˌoːhˈɑnːəm# | #ɟəhˈaːnː# | #ɟəhˈəːn# | #ɟəhˈən# | #ɟəhˈən# {GOLD: #ɟˈɔn#}
341    | #iˌoːhˈɑnnes# | #ɟˌoːhˈɑnːe# | #ɟəhˈɛːnː# | #ɟəhˈɛ̃ːn# | #ɟəhˈɛn# | #ɟəhˈɛn# {GOLD: #ɟˈɔn#}
342    | #iˈokum# | #ɟˈokəm# | #ɟˈɔk# | #ɟˈɔk# | #ɟˈɔk# | #ɟˈɔk# {GOLD: #hˈɔkə#}
343    | #iˌoːsˈeːpʰum# | #ɟˌoːsˈeːpəm# | #ɟəʃˈɛp# | #ɟəʃˈɛp# | #ɟəʃˈɛp# | #ɟəʃˈɛp# {GOLD: #jɔzˈif#}
344    | #iˌoːsˈeːpʰum# | #ɟˌoːsˈeːpəm# | #ɟəʃˈɛp# | #ɟəʃˈɛp# | #ɟəʃˈɛp# | #ɟəʃˈɛp# {GOLD: #jɔzˈɛf#}
345    | #iˌoːsˈeːpʰum# | #ɟˌoːsˈeːpəm# | #ɟəʃˈɛp# | #ɟəʃˈɛp# | #ɟəʃˈɛp# | #ɟəʃˈɛp# {GOLD: #zˈɛf#}
346    | #ˈiːrɑ# | #ˈiːrɑ# | #ˈiːrə# | #hˈiːɾə# | #hˈiɾə# | #hˈiɾə# {GOLD: #ˈiɾə#}
347    | #iˌuːdikˈɑːnioː# | #ɟˌuːdikˈɑːɲoː# | #ɟəəkˈaːɲ# | #ɟəəkˈəːɲ# | #ɟəəkˈəɲ# | #ɟəəkˈəɲ# {GOLD: #ɟykˈɔj#}
348    | #iˌuːdikˈɑːtɑm# | #ɟˌuːdikˈɑːtəm# | #ɟəəkˈat# | #ɟəəkˈat# | #ɟəəkˈat# | #ɟəəkˈat# {GOLD: #ɟykˈatə#}
349    | #iˈuːdikium# | #ɟˈuːdəkjəm# | #ɟˈytcj# | #ɟˈytcj# | #ɟˈytcj# | #ɟˈytcj# {GOLD: #ɟˈyc#}
350    | #iˌuːnktˈuːrɑm# | #ɟˌuːnktˈuːrəm# | #ɟənftˈyːr# | #ɟə̃nftˈyːɾ# | #ɟənftˈyɾ# | #ɟənftˈyɾ# {GOLD: #ɟymtˈyɾə#}
351    | #iˈuːnktus# | #ɟˈuːnktu# | #ɟˈyːnft# | #ɟˈỹːnft# | #ɟˈynft# | #ɟˈynft# {GOLD: #ɟˈymtə#}
352    | #iˌuːrˈɑːnioː# | #ɟˌuːrˈɑːɲoː# | #ɟərˈaːɲ# | #ɟəɾˈəːɲ# | #ɟəɾˈəɲ# | #ɟəɾˈəɲ# {GOLD: #ɟəɾˈɔj#}
353    | #iˌuwˈenkɑm# | #ɟˌuˈenkəm# | #ɟəjˈɛːnɡ# | #ɟəjˈɛ̃ːnɡ# | #ɟəjˈɛnɡ# | #ɟəjˈɛnɡ# {GOLD: #ɟˌuvˈɛŋɡə#}
354    | #kˌɑbɑllˈɑːrem# | #kˌɑɑlˈɑːrəm# | #kəəlˈaːr# | #kəəlˈaːɾ# | #kəəlˈaɾ# | #kəəlˈaɾ# {GOLD: #kalˈua̯ɾ#}
355    | #kˌɑbɑllˌɑrˈikium# | #kˌɑɑlˌɑrˈikjəm# | #kəələrˈicj# | #kəələɾˈicj# | #kəələɾˈicj# | #kəələɾˈicj# {GOLD: #kalˈɔɾəs#}
356    | #kˌɑbˈɑllum# | #kˌɑˈɑləm# | #kˈaːl# | #kˈaːl# | #kˈal# | #kˈal# {GOLD: #kˈalə#}
357    | #kˈae̯kɑ# | #kˈɛkɑ# | #cjˈɛkə# | #cjˈɛkə# | #cjˈɛkə# | #cjˈɛkə# {GOLD: #cˈɛkə#}
358    | #kˈae̯lum# | #kˈɛlːəm# | #cjˈɛːlː# | #cjˈɛːlˠ# | #cjˈɛlˠ# | #cjˈɛlˠ# {GOLD: #cjˈɛlˠ#}
359    | #kˌɑlɑmˈeːt̪um# | #kˌɑlːɑmˈeːt̪əm# | #kəlːəmˈɛt̪# | #kəlˠə̃mˈɛt̪# | #kəlˠəmˈɛt̪# | #kəlˠəmˈɛt̪# {GOLD: #kalˠmˈɛt#}
360    | #kˈɑlɑmum# | #kˈɑlːəməm# | #kˈaːlːm# | #kˈaːlˠmb# | #kˈalˠmb# | #kˈalˠmb# {GOLD: #kˈalˠm#}
361    | #kˌɑlˈɑndae̯# | #kˌɑlːˈɑndɛ# | #kəlːˈɛːnd# | #kəlˠˈɛ̃ːnd# | #kəlˠˈɛnd# | #kəlˠˈɛnd# {GOLD: #klˠˈanə#}
362    | #kˌɑlendˈɑːrium# | #kˌɑʎendˈɑːrjəm# | #kəʎəndˈɛːrj# | #kəʎə̃ndˈɛːɾj# | #kəjəndˈɛɾj# | #kəjəndˈɛɾj# {GOLD: #kalˠnˈɔɾ#}
363    | #kˈɑlikem# | #kˈɑʎəkəm# | #cˈɛːʎk# | #cˈɛːʎk# | #cˈɛjk# | #cˈɛjk# {GOLD: #cˈɛlc#}
364    | #kˌɑlkˈɑriɑm# | #kˌɑlkˈɑrjəm# | #kəlcˈɛːrj# | #kəlcˈɛːɾj# | #kəlcˈɛɾj# | #kəlcˈɛɾj# {GOLD: #kəlcˈɛɾɛ#}
365    | #kˈɑllum# | #kˈɑləm# | #kˈaːl# | #kˈaːl# | #kˈal# | #kˈal# {GOLD: #cˈɛl#}
366    | #kˈɑltʰɑ# | #kˈɑltɑ# | #kˈaːltə# | #kˈaːltə# | #kˈaltə# | #kˈaltə# {GOLD: #kˈaltə#}
367    | #kˈɑltʰinum# | #kˈɑltənəm# | #kˈaːltn# | #kˈaːltn# | #kˈaltn# | #kˈaltn# {GOLD: #kˈaltəɾ#}
368    | #kˈɑmbɑ# | #kˈɑmbɑ# | #kˈaːmbə# | #kˈəːmbə# | #kˈəmbə# | #kˈəmbə# {GOLD: #kˈəmbə#}
369    | #kˌɑmbiːˈɑːnioː# | #kˌɑmbjˈɑːɲoː# | #kəmbjˈaːɲ# | #kə̃mbjˈəːɲ# | #kəmbjˈəɲ# | #kəmbjˈəɲ# {GOLD: #kəmbˈɛj#}
370    | #kˈɑmerɑ# | #kˈɑmərɑ# | #kˈaːmrə# | #kˈəːmɾə# | #kˈəmɾə# | #kˈəmɾə# {GOLD: #cˈɛməɾ#}
371    | #kˌɑmpˈɑːnɑ# | #kˌɑmpˈɑːnɑ# | #kəmbˈaːnə# | #kə̃mbˈəːɾə# | #kəmbˈəɾə# | #kəmbˈəɾə# {GOLD: #kəmbˈaɾə#}
372    | #kˌɑmpˈonɑ# | #kˌɑmpˈonɑ# | #kəmbˈɔːnə# | #kə̃mbˈɔ̃ːɾə# | #kəmbˈɔɾə# | #kəmbˈɔɾə# {GOLD: #kəmbˈɔɾə#}
373    | #kˌɑmˈiːsiɑm# | #kˌɑmˈiːsjəm# | #kəmˈiːʃj# | #kə̃mˈiːʃj# | #kəmˈiʃj# | #kəmˈiʃj# {GOLD: #kˌəmˈiʃə#}
374    | #kˈɑnɑpem# | #kˈɑnəpəm# | #kˈaːnb# | #kˈəːnb# | #kˈənb# | #kˈənb# {GOLD: #kˈəɾp#}
375    | #kˌɑndˈeːlɑm# | #kˌɑndˈeːlːəm# | #kəndˈɛːlː# | #kə̃ndˈɛːlˠ# | #kəndˈɛlˠ# | #kəndˈɛlˠ# {GOLD: #kəndˈɛlˠə#}
376    | #kˈɑnem# | #kˈɑnəm# | #kˈaːn# | #kˈəːn# | #kˈən# | #kˈən# {GOLD: #cˈɛn#}
377    | #kˈɑnnɑ# | #kˈɑnːɑ# | #kˈaːnːə# | #kˈəːnə# | #kˈənə# | #kˈənə# {GOLD: #kˈanə#}
378    | #kˌɑnnˈɑːtɑm# | #kˌɑnːˈɑːtəm# | #kənːˈat# | #kə̃nˈat# | #kənˈat# | #kənˈat# {GOLD: #kənˈatə#}
379    | #kˌɑnnˈeːtum# | #kˌɑnːˈeːtəm# | #kənːˈɛt# | #kə̃nˈɛt# | #kənˈɛt# | #kənˈɛt# {GOLD: #kənˈɛt#}
380    | #kˌɑntˈɑːnioː# | #kˌɑntˈɑːɲoː# | #kəndˈaːɲ# | #kə̃ndˈəːɲ# | #kəndˈəɲ# | #kəndˈəɲ# {GOLD: #kəndˈɔj#}
381    | #kˈɑntʰɑris# | #kˈɑntəri# | #cˈɛːndr# | #cˈɛ̃ːndɾ# | #cˈɛndɾ# | #cˈɛndɾ# {GOLD: #kˈandər#}
382    | #kˈɑntʰɑrus# | #kˈɑntəru# | #kˈaːndr# | #kˈəːndɾ# | #kˈəndɾ# | #kˈəndɾ# {GOLD: #kˈandəɾ#}
383    | #kˈɑntikɑm# | #kˈɑntəkəm# | #kˈaːndk# | #kˈəːndk# | #kˈəndk# | #kˈəndk# {GOLD: #kˈənɡə#}
384    | #kˌɑntikˈellum# | #kˌɑntikˈeləm# | #kəntəcjˈɛːl# | #kə̃ntəcjˈɛːl# | #kəntəcjˈɛl# | #kəntəcjˈɛl# {GOLD: #kəɲɟˈɛl#}
385    | #kˌɑppˈellɑ# | #kˌɑppˈelɑ# | #kəppjˈɛːlə# | #kəppjˈɛːlə# | #kəppjˈɛlə# | #kəppjˈɛlə# {GOLD: #kapˈɛlə#}
386    | #kˈɑprɑ# | #kˈɑprɑ# | #kˈaprə# | #kˈapɾə# | #kˈapɾə# | #kˈapɾə# {GOLD: #cˈɛpəɾ#}
387    | #kˌɑprˈeolum# | #kˌɑprˈeəlːəm# | #kəprˈɛːlː# | #kəpɾˈɛːlˠ# | #kəpɾˈɛlˠ# | #kəpɾˈɛlˠ# {GOLD: #kapɾˈua̯lˠ#}
388    | #kˈɑpreus# | #kˈɑprju# | #cˈɛprj# | #cˈɛpɾj# | #cˈɛpɾj# | #cˈɛpɾj# {GOLD: #cˈɛpəɾ#}
389    | #kˌɑpissˈonioː# | #kˌɑpissˈoɲoː# | #kəpəʃʃˈɔːɲ# | #kəpəʃʃˈɔ̃ːɲ# | #kəpəʃʃˈɔɲ# | #kəpət͡ʃʃˈɔɲ# {GOLD: #kafʃˈɔj#}
390    | #kˌɑːpˈoːnem# | #kˌɑːpˈoːnəm# | #kəpˈɛːn# | #kəpˈɛ̃ːn# | #kəpˈɛn# | #kəpˈɛn# {GOLD: #kapˈua̯#}
391    | #kˈɑptiː# | #kˈɑptiː# | #cˈɛːft# | #cˈɛːft# | #cˈɛft# | #cˈɛft# {GOLD: #cˈɛft#}
