etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Standard Albanian | Output {GOLD}
176    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈudɒ# | *#t͡ʃˈudə# {GOLD: >*} | *#t͡ʃˈudə# | *#t͡ʃˈudə# | *#t͡ʃˈudə# | *#t͡ʃˈudə# {GOLD: #t͡ʃˈudə#}
177    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡ʃˈubɑ# | *#t͡ʃˈubə# {GOLD: >*} | *#t͡ʃˈubə# | *#t͡ʃˈubə# | *#t͡ʃˈubə# | *#t͡ʃˈubə# {GOLD: #t͡ʃˈubə#}
178    | ... | ... | ... | ... | ... | ... | ... | ... | #ʃˌɑtˈʊrjɑ# | *#ʃˌatˈɔːʷrɛ# {GOLD: >*} | *#ʃˌatˈɔːʷɾɛ# | *#ʃətˈʊɾɛ# | *#ʃətˈʊɾɛ# | *#ʃətˈʊɾɛ# {GOLD: #ʃatˈɔrɛ#}
179    | ... | ... | ... | ... | ... | ... | #sˈɑkɑ# | *#ʃˈɑkɑ# | *#ʃˈɑkɑ# | *#ʃˈakə# {GOLD: >*} | *#ʃˈakə# | *#ʃˈakə# | *#ʃˈakə# | *#ʃˈakə# {GOLD: #ʃˈakə#}
180    | ... | ... | ... | ... | ... | ... | #sˈɒrɑ# | *#ʃˈɒrɑ# | *#ʃˈɒrɑ# | *#ʃˈaːrə# {GOLD: >*} | *#ʃˈaːɾə# | *#ʃˈaɾə# | *#ʃˈaɾə# | *#ʃˈaɾə# {GOLD: #ʃˈaɾə#}
181    | ... | ... | ... | ... | ... | ... | #sˈɑpʊ# | *#ʃˈɑpʊ# | *#ʃˈɑpʊ# | *#ʃˈap# {GOLD: >*} | *#ʃˈap# | *#ʃˈap# | *#ʃˈap# | *#ʃˈap# {GOLD: #ʃˈap#}
182    | ... | ... | ... | ... | ... | ... | #ʃt͡ʃˈɛtʊkɑ# | *#ʃ?2ˈɛtʊkɑ# | *#ʃ?2ˈɛtʊkɑ# | *#ʃ?2ˈɛtkə# {GOLD: >*} | *#ʃ?2ˈɛtkə# | *#ʃ?2ˈɛtkə# | *#t͡ʃ?2ˈɛtkə# | *#t͡ʃ?2ˈɛtkə# {GOLD: #ʃˈɛtkə#}
183    | ... | ... | ... | ... | ... | ... | #sˈɛlɪt͡ʃɑ# | *#ʃˈɑlɪ?2ɑ# | *#ʃˈɑlɪ?2ɑ# | *#ʃˈaːl?2ə# {GOLD: >*} | *#ʃˈaːl?2ə# | *#ʃˈal?2ə# | *#ʃˈal?2ə# | *#ʃˈal?2ə# {GOLD: #ʃˈɛlt͡sə#}
184    | ... | ... | ... | ... | ... | ... | #sˈɛ̃brʊ# | *#ʃˈɛ̃brʊ# | *#ʃˈɛ̃brʊ# | *#ʃˈɛ̃br# {GOLD: >*} | *#ʃˈɛ̃bɾ# | *#ʃˈɛbɾ# | *#ʃˈɛbɾ# | *#ʃˈɛbɾ# {GOLD: #ʃˈɛməɾ#}
185    | ... | ... | ... | ... | ... | ... | #sˌitˈɒwɑ# | *#ʃˌitˈɒwɑ# | *#ʃˌitˈɒwɑ# | *#ʃˌitˈawə# {GOLD: >*} | *#ʃˌitˈawə# | *#ʃətˈawə# | *#ʃətˈawə# | *#ʃətˈawə# {GOLD: #ʃitˈɔvə#}
186    | ... | ... | ... | ... | ... | ... | ... | ... | #ʃˈibʊkɑ# | *#ʃˈibkə# {GOLD: >*} | *#ʃˈibkə# | *#ʃˈibkə# | *#ʃˈibkə# | *#ʃˈibkə# {GOLD: #ʃˈipkə#}
187    | ... | ... | ... | ... | ... | ... | #sˌuːˈɛt͡ʃɪ# | *#ʃˌuːˈɛ?2ɪ# | *#ʃˌuːˈɛ?2ɪ# | *#ʃˈɛː?2# {GOLD: >*} | *#ʃˈɛː?2# | *#ʃˈɛ?2# | *#ʃˈɛ?2# | *#ʃˈɛ?2# {GOLD: #ʃˈye̯t͡s#}
188    | ... | ... | ... | ... | ... | ... | #sˈɒpʊ# | *#ʃˈɒpʊ# | *#ʃˈɒpʊ# | *#ʃˈap# {GOLD: >*} | *#ʃˈap# | *#ʃˈap# | *#ʃˈap# | *#ʃˈap# {GOLD: #ʃˈɔp#}
189    | ... | ... | ... | ... | ... | ... | #skˌɒwɒrdˈɪt͡sɪ# | *#ʃkˌɒwɒrdˈɪt͡sɪ# | *#ʃkˌɒwɒrdˈɪt͡sɪ# | *#ʃkˌawardˈɪːt͡s# {GOLD: >*} | *#ʃkˌawaɾdˈɪːt͡s# | *#ʃkˌawəɾdˈɪt͡s# | *#t͡ʃkawəɾdˈɪt͡s# | *#t͡ʃkawəɾdˈɪt͡s# {GOLD: #ʃkəɾðˈɛt͡s#}
190    | ... | ... | ... | ... | ... | ... | #skˌɒpˈitɪ# | *#ʃkˌɒpˈitɪ# | *#ʃkˌɒpˈitɪ# | *#ʃkˌapˈit# {GOLD: >*} | *#ʃkˌapˈit# | *#ʃkəpˈit# | *#t͡ʃkəpˈit# | *#t͡ʃkəpˈit# {GOLD: #ʃkɔpˈit#}
191    | ... | ... | ... | ... | ... | ... | #skrˈɑpi# | *#ʃkrˈɑpi# | *#ʃkrˈɑpi# | *#ʃkrˈap# {GOLD: >*} | *#ʃkɾˈap# | *#ʃkɾˈap# | *#t͡ʃkɾˈap# | *#t͡ʃkɾˈap# {GOLD: #ʃkɾˈap#}
192    | ... | ... | ... | ... | ... | ... | #sˌuʃˈit͡sɑ# | *#ʃˌuʃˈit͡sɑ# | *#ʃˌuʃˈit͡sɑ# | *#ʃˌuʃˈiːt͡sə# {GOLD: #ʃˌuʃˈit͡sə#} | *#ʃˌuʃˈiːt͡sə# | *#ʃəʃˈit͡sə# | *#ʃəʃˈit͡sə# | *#ʃəʃˈit͡sə# {GOLD: #ʃuʃˈit͡sə#}
193    | ... | ... | ... | ... | ... | ... | #sˌɯpʎˈɑkɑ# | *#ʃˌɯpʎˈɑkɑ# | *#ʃˌɯpʎˈɑkɑ# | *#ʃˌupʎˈakə# {GOLD: >*} | *#ʃˌupʎˈakə# | *#ʃəpjˈakə# | *#ʃəpjˈakə# | *#ʃəpjˈakə# {GOLD: #ʃuplˈakə#}
194    | ... | ... | ... | ... | ... | ... | #sˈʊlʊɑ# | *#ʃˈʊlʊɑ# | *#ʃˈʊlʊɑ# | *#ʃˈɔːʷlə# {GOLD: >*} | *#ʃˈɔːʷlə# | *#ʃˈʊlə# | *#ʃˈʊlə# | *#ʃˈʊlə# {GOLD: #ʃˈulˠə#}
195    | ... | ... | ... | ... | ... | ... | ... | ... | #ʃˈulɪ# | *#ʃˈuːl# {GOLD: >*} | *#ʃˈuːl# | *#ʃˈul# | *#ʃˈul# | *#ʃˈul# {GOLD: #ʃˈul#}
196    | ... | ... | ... | ... | ... | ... | #slˈɒtɑ# | *#ʃlˈɒtɑ# | *#ʃlˈɒtɑ# | *#ʒlˈatə# {GOLD: >*} | *#ʒlˈatə# | *#ʒlˈatə# | *#ʒlˈatə# | *#ʒlˈatə# {GOLD: #ʃcˈɔtə#}
197    | ... | ... | ... | ... | ... | ... | #stˌʊrmˈɛnnɛ# | *#ʃtˌʊrmˈɛnnɛ# | *#ʃtˌʊrmˈɛnnɛ# | *#ʃtˌʊrmˈɛ̃ːnn# {GOLD: #ʃtˌɾ̩mˈɛnː#} | *#ʃtˌʊɾmˈɛ̃ːnn# | *#ʃtəɾmˈɛnn# | *#t͡ʃtəɾmˈɛnn# | *#t͡ʃtəɾmˈɛnn# {GOLD: #ʃtəɾmˈɛn#}
198    | ... | ... | ... | ... | ... | ... | #stˌɒpˈɑɲɑ# | *#ʃtˌɒpˈɑɲɑ# | *#ʃtˌɒpˈɑɲɑ# | *#ʃtˌapˈãːɲə# {GOLD: #ʃtəpˈɑ̃ɲə#} | *#ʃtˌapˈəːɲə# | *#ʃtəpˈəɲə# | *#t͡ʃtəpˈəɲə# | *#t͡ʃtəpˈəɲə# {GOLD: #ʃtəpˈajə#}
199    | ... | ... | ... | ... | ... | ... | #stˌɒpˈɑnd͡ʒɑ# | *#ʃtˌɒpˈɑn?2̬ɑ# | *#ʃtˌɒpˈɑn?2̬ɑ# | *#ʃtˌapˈãː?2̬ə# {GOLD: #ʃtəpˈɑ̃zə#} | *#ʃtˌapˈəː?2̬ə# | *#ʃtəpˈə?2̬ə# | *#t͡ʃtəpˈə?2̬ə# | *#t͡ʃtəpˈə?2̬ə# {GOLD: #ʃtəpˈəzə#}
200    | ... | ... | ... | ... | ... | ... | #stˌɒpɑnˈɛsɑ# | *#ʃtˌɒpɑnˈɛʃɑ# | *#ʃtˌɒpɑnˈɛʃɑ# | *#ʃtˌapãnˈɛːʃə# {GOLD: >*} | *#ʃtˌapə̃ɾˈɛːʃə# | *#ʃtˌapəɾˈɛʃə# | *#t͡ʃtapəɾˈɛʃə# | *#t͡ʃtapəɾˈɛʃə# {GOLD: #ʃtəpɾˈɛʃə#}
201    | ... | ... | ... | ... | ... | ... | #stˌɒpˈɑnʊ# | *#ʃtˌɒpˈɑnʊ# | *#ʃtˌɒpˈɑnʊ# | *#ʃtˌapˈãː# {GOLD: #ʃtəpˈɑ̃ɾ̃#} | *#ʃtˌapˈəː# | *#ʃtəpˈə# | *#t͡ʃtəpˈə# | *#t͡ʃtəpˈə# {GOLD: #ʃtˈəpəɾ#}
202    | ... | ... | ... | ... | ... | ... | #stˈɯɲɑ# | *#ʃtˈɯɲɑ# | *#ʃtˈɯɲɑ# | *#ʃtˈũːɲə# {GOLD: #ʃtˈũɲə#} | *#ʃtˈũːɲə# | *#ʃtˈuɲə# | *#t͡ʃtˈuɲə# | *#t͡ʃtˈuɲə# {GOLD: #ʃtˈuɲə#}
203    | ... | ... | ... | ... | ... | ... | #strˈɑʒɑ# | *#ʃtrˈɑʒɑ# | *#ʃtrˈɑʒɑ# | *#ʃtrˈaːʒə# {GOLD: >*} | *#ʃtɾˈaːʒə# | *#ʃtɾˈaʒə# | *#t͡ʃtɾˈaʒə# | *#t͡ʃtɾˈaʒə# {GOLD: #ʃtɾˈazə#}
204    | ... | ... | ... | ... | ... | ... | ... | ... | #ʒˈɛɡʊ# | *#ʒˈɛɡ# {GOLD: >*} | *#ʒˈɛɡ# | *#ʒˈɛɡ# | *#ʒˈɛɡ# | *#ʒˈɛɡ# {GOLD: #ʒˈɛɡ#}
205    | ... | ... | ... | ... | ... | ... | ... | ... | #ʒˌɒ̃bˈinɑ# | *#ʒˌãbˈĩːnə# {GOLD: >*} | *#ʒˌə̃bˈĩːɾə# | *#ʒəbˈiɾə# | *#ʒəbˈiɾə# | *#ʒəbˈiɾə# {GOLD: #ʒumbˈinə#}
206    | ... | ... | ... | ... | ... | ... | #tˌʊrkˈɑtɪ# | *#tˌʊrkˈɑtɪ# | *#tˌʊrkˈɑtɪ# | *#tˌʊrkˈat# {GOLD: >*} | *#tˌʊɾkˈat# | *#təɾkˈat# | *#təɾkˈat# | *#təɾkˈat# {GOLD: #təɾkˈat#}
207    | ... | ... | ... | ... | ... | ... | #tˌɪrpˈætɪ# | *#tˌɪrpˈætɪ# | *#tˌɪrpˈætɪ# | *#tˌɪrpˈɛt# {GOLD: >*} | *#tˌɪɾpˈɛt# | *#təɾpˈɛt# | *#təɾpˈɛt# | *#təɾpˈɛt# {GOLD: #təɾpˈit#}
208    | ... | ... | ... | ... | ... | ... | #tˈɒ̃ɡɑ# | *#tˈɒ̃ɡɑ# | *#tˈɒ̃ɡɑ# | *#tˈãɡə# {GOLD: #tˈɑ̃nɡə#} | *#tˈə̃ɡə# | *#tˈəɡə# | *#tˈəɡə# | *#tˈəɡə# {GOLD: #tˈəŋɡə#}
209    | ... | ... | ... | ... | ... | ... | ... | ... | #tˈɛkʊ# | *#tˈɛk# {GOLD: >*} | *#tˈɛk# | *#tˈɛk# | *#tˈɛk# | *#tˈɛk# {GOLD: #tˈɛk#}
210    | ... | ... | ... | ... | ... | ... | ... | ... | #tˈisʊ# | *#tˈi# {GOLD: >*} | *#tˈi# | *#tˈi# | *#tˈi# | *#tˈi# {GOLD: #tˈis#}
211    | ... | ... | ... | ... | ... | ... | #tˌɑjˈinɑ# | *#tˌɑjˈinɑ# | *#tˌɑjˈinɑ# | *#tˌajˈĩːnə# {GOLD: >*} | *#tˌajˈĩːɾə# | *#təjˈiɾə# | *#təjˈiɾə# | *#təjˈiɾə# {GOLD: #tˈinə#}
212    | ... | ... | ... | ... | ... | ... | ... | ... | #tˈinɑ# | *#tˈĩːnə# {GOLD: >*} | *#tˈĩːɾə# | *#tˈiɾə# | *#tˈiɾə# | *#tˈiɾə# {GOLD: #tˈinə#}
213    | ... | ... | ... | ... | ... | ... | ... | #tˌɒt͡ʃˈiðlɑ# | *#tˌɒt͡ʃˈiðlɑ# | *#tˌat͡ʃˈiðlə# {GOLD: >*} | *#tˌat͡ʃˈiðlə# | *#tət͡ʃˈiðlə# | *#tət͡ʃˈiðlə# | *#tət͡ʃˈiðlə# {GOLD: #tɔt͡ʃˈilˠə#}
214    | ... | ... | ... | ... | ... | ... | ... | ... | #tˌɒt͡ʃˈitɪ# | *#tˌat͡ʃˈit# {GOLD: >*} | *#tˌat͡ʃˈit# | *#tət͡ʃˈit# | *#tət͡ʃˈit# | *#tət͡ʃˈit# {GOLD: #tɔt͡ʃˈit#}
215    | ... | ... | ... | ... | ... | ... | ... | ... | #tˌɒrˈiʃt͡ʃɛ# | *#tˌarˈiːʃt͡ʃ# {GOLD: >*} | *#tˌaɾˈiːʃt͡ʃ# | *#təɾˈiʃt͡ʃ# | *#təɾˈit͡ʃt͡ʃ# | *#təɾˈit͡ʃt͡ʃ# {GOLD: #tɔɾˈiʃtə#}
216    | ... | ... | ... | ... | ... | ... | #tˌɒrˈɒwʊ# | *#tˌɒrˈɒwʊ# | *#tˌɒrˈɒwʊ# | *#tˌarˈaw# {GOLD: >*} | *#tˌaɾˈaw# | *#təɾˈaw# | *#təɾˈaw# | *#təɾˈaw# {GOLD: #tɔɾˈua̯#}
217    | ... | ... | ... | ... | ... | ... | ... | ... | #tˌɒpˈidlʊ# | *#tˌapˈidl# {GOLD: >*} | *#tˌapˈidl# | *#təpˈidl# | *#təpˈidl# | *#təpˈidl# {GOLD: #tɔpˈil#}
218    | ... | ... | ... | ... | ... | ... | ... | ... | #tˈɒkɑ# | *#tˈakə# {GOLD: >*} | *#tˈakə# | *#tˈakə# | *#tˈakə# | *#tˈakə# {GOLD: #tˈɔkə#}
219    | ... | ... | ... | ... | ... | ... | #tˈɒpɒrʊ# | *#tˈɒpɒrʊ# | *#tˈɒpɒrʊ# | *#tˈapar# {GOLD: >*} | *#tˈapaɾ# | *#tˈapaɾ# | *#tˈapaɾ# | *#tˈapaɾ# {GOLD: #tˈɔpəɾ#}
220    | ... | ... | ... | ... | ... | ... | ... | ... | #tˌɯnʊt͡sjˈɑnɪ# | *#tˌũt͡sjˈãː# {GOLD: >*} | *#tˌũt͡sjˈəː# | *#tət͡sjˈə# | *#tət͡sjˈə# | *#tət͡sjˈə# {GOLD: #tunt͡ʃˈan#}
221    | ... | ... | ... | ... | ... | ... | #tˈɯɲɑ# | *#tˈɯɲɑ# | *#tˈɯɲɑ# | *#tˈũːɲə# {GOLD: #tˈũɲə#} | *#tˈũːɲə# | *#tˈuɲə# | *#tˈuɲə# | *#tˈuɲə# {GOLD: #tˈuɲə#}
222    | ... | ... | ... | ... | ... | ... | ... | ... | #tˈunʊ# | *#tˈũː# {GOLD: >*} | *#tˈũː# | *#tˈu# | *#tˈu# | *#tˈu# {GOLD: #tˈun#}
223    | ... | ... | ... | ... | ... | ... | ... | ... | #trˈɑpʊ# | *#trˈap# {GOLD: >*} | *#tɾˈap# | *#tɾˈap# | *#tɾˈap# | *#tɾˈap# {GOLD: #tɾˈap#}
224    | ... | ... | ... | ... | ... | ... | #trˈɪsʊ# | *#trˈɪʃʊ# | *#trˈɪʃʊ# | *#trˈɪːʃ# {GOLD: >*} | *#tɾˈɪːʃ# | *#tɾˈɪʃ# | *#tɾˈɪʃ# | *#tɾˈɪʃ# {GOLD: #tɾˈiʃ#}
225    | ... | ... | ... | ... | ... | ... | #tˈɪrsu# | *#tˈɪrʃu# | *#tˈɪrʃu# | *#tˈɪːrʃ# {GOLD: >*} | *#tˈɪːɾʃ# | *#tˈɪɾʃ# | *#tˈɪɾʃ# | *#tˈɪɾʃ# {GOLD: #tɾˈiʃ#}
226    | ... | ... | ... | ... | ... | ... | ... | #trˌɒ̃tˈitɪ# | *#trˌɒ̃tˈitɪ# | *#trˌãtˈit# {GOLD: >*} | *#tɾˌə̃tˈit# | *#tɾətˈit# | *#tɾətˈit# | *#tɾətˈit# {GOLD: #tɾɔndˈit#}
227    | ... | ... | ... | ... | ... | ... | ... | ... | #trˈɒxɑ# | *#trˈaxə# {GOLD: >*} | *#tɾˈahə# | *#tɾˈahə# | *#tɾˈahə# | *#tɾˈahə# {GOLD: #tɾˈɔhə#}
228    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɑrˈɒβɑ# | *#dˌarˈaːvə# {GOLD: >*} | *#dˌaɾˈaːvə# | *#dəɾˈavə# | *#dəɾˈavə# | *#dəɾˈavə# {GOLD: #daɾˈɔvə#}
229    | ... | ... | ... | ... | ... | ... | #dˌɛsnˈit͡sɑ# | *#dˌɛʃnˈit͡sɑ# | *#dˌɛʃnˈit͡sɑ# | *#dˌɛʒnˈiːt͡sə# {GOLD: #dˌɪʃnˈit͡sə#} | *#dˌɛʒnˈiːt͡sə# | *#dəʒnˈit͡sə# | *#dəʒnˈit͡sə# | *#dəʒnˈit͡sə# {GOLD: #dəʃnˈit͡sə#}
230    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɛlbtˈinɑ# | *#dˌɛlbtˈĩːnə# {GOLD: >*} | *#dˌɛlbtˈĩːɾə# | *#dəlbtˈiɾə# | *#dəlbtˈiɾə# | *#dəlbtˈiɾə# {GOLD: #dɛltˈinə#}
231    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɨxˈɑtɪ# | *#dˌixˈat# {GOLD: >*} | *#dˌihˈat# | *#dəhˈat# | *#dəhˈat# | *#dəhˈat# {GOLD: #dihˈat#}
232    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈirɑ# | *#dˈiːrə# {GOLD: >*} | *#dˈiːɾə# | *#dˈiɾə# | *#dˈiɾə# | *#dˈiɾə# {GOLD: #dˈiɾə#}
233    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈɪbrɑ# | *#dˈɪbrə# {GOLD: >*} | *#dˈɪbɾə# | *#dˈɪbɾə# | *#dˈɪbɾə# | *#dˈɪbɾə# {GOLD: #dˈibəɾ#}
234    | ... | ... | ... | ... | ... | ... | #dˈɪbrjʊ# | *#dˈɪbrjʊ# | *#dˈɪbrjʊ# | *#dˈɪbrj# {GOLD: #dˈibər#} | *#dˈɪbɾj# | *#dˈɪbɾj# | *#dˈɪbɾj# | *#dˈɪbɾj# {GOLD: #dˈibər#}
235    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɒlˈinɑ# | *#dˌalˈĩːnə# {GOLD: >*} | *#dˌalˈĩːɾə# | *#dəlˈiɾə# | *#dəlˈiɾə# | *#dəlˈiɾə# {GOLD: #dɔlˈinə#}
236    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɒbˈɨtɪ# | *#dˌabˈit# {GOLD: >*} | *#dˌabˈit# | *#dəbˈit# | *#dəbˈit# | *#dəbˈit# {GOLD: #dɔbˈit#}
237    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈɒjkɑ# | *#dˈajkə# {GOLD: >*} | *#dˈajkə# | *#dˈajkə# | *#dˈajkə# | *#dˈajkə# {GOLD: #dˈɔjkə#}
238    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈɒbʊ# | *#dˈab# {GOLD: >*} | *#dˈab# | *#dˈab# | *#dˈab# | *#dˈab# {GOLD: #dˈɔb#}
239    | ... | ... | ... | ... | ... | ... | ... | ... | #dˌɒ̃bɾˈɑj# | *#dˌãbɾˈaj# {GOLD: >*} | *#dˌə̃bɾˈaj# | *#dəbɾˈaj# | *#dəbɾˈaj# | *#dəbɾˈaj# {GOLD: #dumbɾˈɛ#}
240    | ... | ... | ... | ... | ... | ... | ... | ... | #dˈɒ̃brʊ# | *#dˈãbr# {GOLD: >*} | *#dˈə̃bɾ# | *#dˈəbɾ# | *#dˈəbɾ# | *#dˈəbɾ# {GOLD: #dˈumbəɾ#}
241    | ... | ... | ... | ... | ... | ... | ... | ... | #drˈɑɡɑ# | *#drˈaɡə# {GOLD: >*} | *#dɾˈaɡə# | *#dɾˈaɡə# | *#dɾˈaɡə# | *#dɾˈaɡə# {GOLD: #dɾˈaɡə#}
242    | ... | ... | ... | ... | ... | ... | #drˈɒ̃ɡʊ# | *#drˈɒ̃ɡʊ# | *#drˈɒ̃ɡʊ# | *#drˈãɡ# {GOLD: #dɾˈɑ̃nk#} | *#dɾˈə̃ɡ# | *#dɾˈəɡ# | *#dɾˈəɡ# | *#dɾˈəɡ# {GOLD: #dɾˈəŋɡ#}
243    | ... | ... | ... | ... | ... | ... | ... | ... | #drˌæmˈitɪ# | *#drˌɛ̃mˈit# {GOLD: >*} | *#dɾˌɛ̃mˈit# | *#dɾəmˈit# | *#dɾəmˈit# | *#dɾəmˈit# {GOLD: #dɾɛmˈit#}
244    | ... | ... | ... | ... | ... | ... | ... | ... | #drˌɒbˈitɪ# | *#drˌabˈit# {GOLD: >*} | *#dɾˌabˈit# | *#dɾəbˈit# | *#dɾəbˈit# | *#dɾəbˈit# {GOLD: #dɾɔbˈit#}
245    | ... | ... | ... | ... | ... | ... | #drˈɒkʊ# | *#drˈɒkʊ# | *#drˈɒkʊ# | *#drˈak# {GOLD: >*} | *#dɾˈak# | *#dɾˈak# | *#dɾˈak# | *#dɾˈak# {GOLD: #dɾˈɔk#}
246    | ... | ... | ... | ... | ... | ... | #drˈɒbɪnit͡sɑ# | *#drˈɒbɪnit͡sɑ# | *#drˈɒbɪnit͡sɑ# | *#drˈabnit͡sə# {GOLD: >*} | *#dɾˈabnit͡sə# | *#dɾˈabnit͡sə# | *#dɾˈabnit͡sə# | *#dɾˈabnit͡sə# {GOLD: #dɾˈɔmt͡sə#}
247    | ... | ... | ... | ... | ... | ... | #t͡sˌælˈikʊ# | *#t͡sˌælˈikʊ# | *#t͡sˌælˈikʊ# | *#t͡sˌɛlˈik# {GOLD: >*} | *#t͡sˌɛlˈik# | *#t͡səlˈik# | *#t͡səlˈik# | *#t͡səlˈik# {GOLD: #t͡salˈik#}
248    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡sˌɑrˈinɑ# | *#t͡sˌarˈĩːnə# {GOLD: >*} | *#t͡sˌaɾˈĩːɾə# | *#t͡səɾˈiɾə# | *#t͡səɾˈiɾə# | *#t͡səɾˈiɾə# {GOLD: #t͡saɾˈinə#}
249    | ... | ... | ... | ... | ... | ... | #t͡ʃˈɑrɑ# | *#?2ˈɑrɑ# | *#?2ˈɑrɑ# | *#?2ˈaːrə# {GOLD: >*} | *#?2ˈaːɾə# | *#?2ˈaɾə# | *#?2ˈaɾə# | *#?2ˈaɾə# {GOLD: #t͡sˈaɾə#}
250    | ... | ... | ... | ... | ... | ... | #t͡ʃˈɑrɪbɑ# | *#?2ˈɑrɪbɑ# | *#?2ˈɑrɪbɑ# | *#?2ˈaːrbə# {GOLD: >*} | *#?2ˈaːɾbə# | *#?2ˈaɾbə# | *#?2ˈaɾbə# | *#?2ˈaɾbə# {GOLD: #t͡sˈaɾbə#}
251    | ... | ... | ... | ... | ... | ... | #t͡ʃˌɪrnˈidlʊ# | *#?2ˌɪrnˈidlʊ# | *#?2ˌɪrnˈidlʊ# | *#?2ˌɪrnˈidl# {GOLD: >*} | *#?2ˌɪrˈidl# | *#?2ərˈidl# | *#?2ərˈidl# | *#?2ərˈidl# {GOLD: #t͡səɾˈil#}
252    | ... | ... | ... | ... | ... | ... | #t͡ʃˌɪrnˈikʊ# | *#?2ˌɪrnˈikʊ# | *#?2ˌɪrnˈikʊ# | *#?2ˌɪrnˈik# {GOLD: >*} | *#?2ˌɪrˈik# | *#?2ərˈik# | *#?2ərˈik# | *#?2ərˈik# {GOLD: #t͡sərˈik#}
253    | ... | ... | ... | ... | ... | ... | ... | ... | #t͡sˌænˈitɪ# | *#t͡sˌɛ̃nˈit# {GOLD: >*} | *#t͡sˌɛ̃ɾˈit# | *#t͡səɾˈit# | *#t͡səɾˈit# | *#t͡səɾˈit# {GOLD: #t͡sɛnˈit#}
254    | ... | ... | ... | ... | ... | ... | #t͡ʃˈɪrmɑ# | *#?2ˈɪrmɑ# | *#?2ˈɪrmɑ# | *#?2ˈɪːrmə# {GOLD: >*} | *#?2ˈɪːɾmbə# | *#?2ˈɪɾmbə# | *#?2ˈɪɾmbə# | *#?2ˈɪɾmbə# {GOLD: #t͡sˈɛɾmə#}
255    | ... | ... | ... | ... | ... | ... | #t͡ʃˈitɑ# | *#?2ˈitɑ# | *#?2ˈitɑ# | *#?2ˈitə# {GOLD: >*} | *#?2ˈitə# | *#?2ˈitə# | *#?2ˈitə# | *#?2ˈitə# {GOLD: #t͡sˈitə#}
256    | ... | ... | ... | ... | ... | ... | #t͡ʃˈubʊ# | *#?2ˈubʊ# | *#?2ˈubʊ# | *#?2ˈub# {GOLD: >*} | *#?2ˈub# | *#?2ˈub# | *#?2ˈub# | *#?2ˈub# {GOLD: #t͡sˈub#}
257    | ... | ... | ... | ... | ... | ... | ... | #sˈɑɲɑ# | *#sˈɑɲɑ# | *#sˈãːɲə# {GOLD: #sˈɑ̃jə#} | *#sˈəːɲə# | *#sˈəɲə# | *#sˈəɲə# | *#sˈəɲə# {GOLD: #sˈajə#}
258    | ... | ... | ... | ... | ... | ... | ... | #sˈænɑ# | *#sˈænɑ# | *#sˈɛ̃ːnə# {GOLD: >*} | *#sˈɛ̃ːɾə# | *#sˈɛɾə# | *#sˈɛɾə# | *#sˈɛɾə# {GOLD: #sˈanə#}
259    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈɑbʎɑ# | *#sˈabʎə# {GOLD: >*} | *#sˈabʎə# | *#sˈabjə# | *#sˈabjə# | *#sˈabjə# {GOLD: #sˈabjɛ#}
260    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈɛlɪt͡sɑ# | *#sˈɛːlt͡sə# {GOLD: >*} | *#sˈɛːlt͡sə# | *#sˈɛlt͡sə# | *#sˈɛlt͡sə# | *#sˈɛlt͡sə# {GOLD: #sˈɛlt͡sə#}
261    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈærɑ# | *#sˈɛːrə# {GOLD: >*} | *#sˈɛːɾə# | *#sˈɛɾə# | *#sˈɛɾə# | *#sˈɛɾə# {GOLD: #sˈɛɾə#}
262    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈɛ̃brʊ# | *#sˈɛ̃br# {GOLD: >*} | *#sˈɛ̃bɾ# | *#sˈɛbɾ# | *#sˈɛbɾ# | *#sˈɛbɾ# {GOLD: #sˈɛmbəɾ#}
263    | ... | ... | ... | ... | ... | ... | ... | ... | #sˈilɑ# | *#sˈiːlə# {GOLD: >*} | *#sˈiːlə# | *#sˈilə# | *#sˈilə# | *#sˈilə# {GOLD: #sˈilˠə#}
